,name,categories,lat,lng,id,NumPunto,Estrato,CRat,Rat,CFot,COpi
1397,The Book Hotel,Bed & Breakfast,4.643166289750389,-74.06083332188278,5240e05c498e127825ba6f82,4190,4,27.0,7.6,12.0,3.0
1398,Arepas La Reina,Arepa Restaurant,4.642537754042,-74.06148073598224,56d8d348cd1020ad7fe9c7ee,4190,4,23.0,7.5,4.0,3.0
1399,Davril,Café,4.643863901890124,-74.06113885253905,4c6c2fcde6b7b1f79a50a68e,4190,4,32.0,7.5,32.0,15.0
1400,Restaurante 59 Mares,Restaurant,4.643970153448001,-74.06122010157172,4f4940dbe4b08df2fc87d6e5,4190,4,13.0,7.4,6.0,5.0
1401,Seiki Sushi,Sushi Restaurant,4.6436779999999995,-74.061131,59a74f8c065ef56db8199865,4190,4,21.0,7.4,13.0,10.0
1402,El Cebollero,Hot Dog Joint,4.6425070663852575,-74.05964448778327,53cb1743498e7496ae2b5b6f,4191,4,232.0,8.7,85.0,56.0
1403,Mini Mal,Café,4.642503700000002,-74.06036,4c59fa865c57c9b628351c4a,4191,4,233.0,8.6,172.0,84.0
1404,BBC La Bodega,Brewery,4.643398012678111,-74.05971521203188,538cf022498ef7fef42cd9e3,4191,4,55.0,8.2,28.0,9.0
1405,Indio,Lounge,4.642487040767443,-74.05990312033428,55de7d04498e9d563a51f170,4191,4,29.0,7.7,12.0,5.0
1406,Voglio,Italian Restaurant,4.6429358,-74.05268000000002,4ed977906da1642c5b9c52d6,4194,2,SC,NR,2.0,0.0
1407,Parque Bella Vista,Park,4.645692187338323,-74.17594963750295,4eb683899adfc68712d9fa60,4220,2,SC,NR,5.0,1.0
1408,Parque central primavera,Shopping Mall,4.646359870645624,-74.16436231364742,504d2171e4b0a294baf5ead5,4226,2,SC,NR,4.0,0.0
1409,Parque El Tintal,Park,4.6456837450570685,-74.15827152960301,50d7b792e4b0e25341745800,4229,2,SC,NR,7.0,1.0
1410,Éxito Tintal,Department Store,4.645685306263342,-74.15826180610827,4f2ee2a1e4b01982f279db39,4229,2,16.0,4.7,4.0,9.0
1411,Baguettes,Bakery,4.646571259436794,-74.15423643064463,50f1d602e4b09fca7cb8887d,4231,2,SC,NR,1.0,0.0
1412,Cabaña Asados,BBQ Joint,4.6456836708948615,-74.1497928318075,509809cae4b0f7ee4d013a42,4233,2,23.0,6.1,7.0,2.0
1413,Panadería Kutty,Bakery,4.646059083860778,-74.14726871507447,5676d966498e82133aafe565,4234,2,25.0,7.6,1.0,3.0
1414,Umbro Americas,Sporting Goods Shop,4.645621463747309,-74.14553208873127,56e9b7fa498e8d07abe430f8,4235,2,SC,NR,0.0,0.0
1415,La Pequena Havana,Cuban Restaurant,4.64542081,-74.137837875,4cbc9d68d78f46887730c973,4239,3,SC,NR,0.0,1.0
1416,Outlet Floresta,Shopping Mall,4.64549753,-74.13777900000002,4c9cb0ca9975a143d35334cf,4239,3,SC,NR,0.0,0.0
1417,Hamburguesas El Corral,Burger Joint,4.645535249395841,-74.12992042609602,4dbc86df6e810768bf618aa8,4243,4,62.0,7.8,36.0,11.0
1418,Cine Colombia Multiplex El Edén,Movie Theater,4.646159,-74.128984,5de8165aaa62bd00088aaa40,4243,4,SC,NR,4.0,2.0
1419,Alkosto,Department Store,4.646929,-74.128596,5db5f8dee5550800087a063a,4243,4,SC,NR,0.0,0.0
1420,Mister Floyd,Bar,4.645408,-74.129814,57731bb8498e81ec3865ba5e,4243,4,SC,NR,0.0,0.0
1421,Mercagan,Steakhouse,4.645893,-74.12849,5dab6eadec428d000839e23b,4244,4,SC,NR,1.0,0.0
1422,La Vaca Ana,BBQ Joint,4.6454788465282375,-74.12328016431255,4ecd388cf5b9bed40e59b01c,4246,4,21.0,6.1,6.0,4.0
1423,Desegusto,Food,4.647076327859407,-74.1186251928698,4dc19239e4cda3b87f251319,4248,4,SC,NR,0.0,1.0
1424,Scania Bogotá Colômbia,Auto Garage,4.647410281863449,-74.11564868090386,53ad94ed498e46c70e4d12b0,4250,5,SC,NR,0.0,0.0
1425,Bodytech,Gym,4.6468190126987485,-74.10957145775114,4c7c5b8f7a856dcb8726e2a7,4253,5,106.0,7.5,1.0,16.0
1426,BodyBrite Salitre,Spa,4.646926808323358,-74.10966110331854,532b121711d20d900d647f03,4253,5,SC,NR,1.0,0.0
1427,Surtifruver de la Sabana,Farmers Market,4.64649,-74.109928,50e6ebc4e4b0ab43a4560eec,4253,5,SC,NR,0.0,1.0
1428,Aristas,Furniture / Home Store,4.646569219923548,-74.10954066157908,4e70a7abfa76e1a41f9547b9,4253,5,SC,NR,1.0,0.0
1429,Athletic Gym Salitre,Gym / Fitness Center,4.646791,-74.10965300000002,5cf3c7b20d173f002c8f66b1,4253,5,SC,NR,1.0,2.0
1430,Crepes & Waffles Zona T,Restaurant,4.6460189390833335,-74.10697121939529,4f93742ae4b0a20c26740a33,4254,4,SC,NR,2.0,1.0
1431,La Plaza de Andrés,Restaurant,4.6460309586509485,-74.1027735033314,532b2850498e8321f812ae58,4256,5,482.0,8.2,189.0,79.0
1432,Juan Valdez,Coffee Shop,4.646691523043134,-74.1029115735337,51114175e4b0a7b625700514,4256,5,14.0,7.9,4.0,0.0
1433,CHINAWOK,Chinese Restaurant,4.646423404970209,-74.10296033756653,5116ae99e4b06e75deb23b33,4256,5,28.0,7.7,34.0,31.0
1434,Crepes & Waffles,French Restaurant,4.645998896454953,-74.10270722314328,50bc0738e4b0610554bd9de4,4256,5,124.0,7.6,54.0,17.0
1435,Esfera Gran Estación,Restaurant,4.6459788077513045,-74.10272697451045,51a64069498ec6f69239ae71,4256,5,36.0,7.3,9.0,2.0
1436,iShop,Electronics Store,4.6461623680316615,-74.10270860529995,4ef52f9b0aaf6577fea7a6f4,4256,5,23.0,7.5,17.0,8.0
1437,La Bendita Taco Bar,Theme Restaurant,4.646756,-74.103178,5a6be3f4e57ca64fc1c6b0f7,4256,5,18.0,7.1,5.0,3.0
1438,Pesquera Jaramillo,Seafood Restaurant,4.6464622663695,-74.10277316507452,55abfc8b498ed9bf33857129,4256,5,26.0,6.8,9.0,9.0
1439,Cubanita,Caribbean Restaurant,4.646028350121648,-74.10280197529757,55ea3476498e1ee2db6638c5,4256,5,33.0,6.4,13.0,8.0
1440,Conino Lamborghini Caffe and More,Café,4.646533966064453,-74.10276794433594,53d6d921498efc9bde543534,4256,5,9.0,6.4,9.0,2.0
1441,De Taquito,Mexican Restaurant,4.646449597677317,-74.10292198245793,4ee50fefb634710b8b896759,4256,5,41.0,6.3,35.0,29.0
1442,Juan Valdez Café,Coffee Shop,4.6464646359521655,-74.10281538963321,4c2cdb87d1a10f47b41ffa64,4256,5,7.0,6.3,4.0,6.0
1443,El Corral Gran Estación - Av. La Esperanza,Burger Joint,4.646223847968827,-74.10330358528927,4f01f9896c25c5ce8336e64a,4256,5,10.0,6.1,8.0,2.0
1444,Home Burgers,Burger Joint,4.647108636262259,-74.1013771124687,59ab5b0c6f0aa26c32d07ebd,4257,5,24.0,8.5,14.0,1.0
1445,Starbucks,Coffee Shop,4.64710437906235,-74.10165043376922,542c5ce9498e9d40385c7656,4257,5,147.0,8.4,103.0,19.0
1446,Juan Valdez Café,Coffee Shop,4.647119531733506,-74.10179331872119,4ecab8ff2da5cc0a1f417ec5,4257,5,172.0,8.2,124.0,22.0
1447,Café Oma,Coffee Shop,4.647468494672552,-74.10169154405594,5206d369498e22afdc47c1a9,4257,4,12.0,8.2,0.0,3.0
1448,Centro Comercial Gran Estación,Shopping Mall,4.647377134283347,-74.10176340285865,4b9bdb1cf964a520ae2d36e3,4257,4,3343.0,8.2,2023.0,274.0
1449,La Tienda Verde,Sporting Goods Shop,4.645958027613107,-74.10254716873169,52f4f667498ec842aea50438,4257,5,10.0,8.0,23.0,3.0
1450,Crepes & Waffles,French Restaurant,4.64691223641489,-74.10168419101599,4cf94abdd7206ea890f63169,4257,5,384.0,8.3,274.0,77.0
1451,Popsy,Ice Cream Shop,4.647126627086979,-74.10179280957027,5096eaa5e4b052b2c9ed683b,4257,5,14.0,7.9,8.0,5.0
1452,Gostinos,Seafood Restaurant,4.647417979585213,-74.10199542121174,4d654dd0823ca35d2001fe88,4257,4,47.0,7.8,22.0,18.0
1453,Sipote Burrito,Burrito Place,4.6474042976881496,-74.10121330762365,4c2a3748d1a10f476c19f664,4257,4,72.0,7.8,51.0,17.0
1454,T4,Tea Room,4.647373,-74.10220699999998,5a176ffe1cf2e12b0966ad64,4257,4,12.0,7.8,6.0,2.0
1455,El Corral Gourmet,Burger Joint,4.6472912107502635,-74.10186115552321,4bc65da8d35d9c74a4ade23a,4257,4,319.0,7.6,221.0,69.0
1456,Juan Valdez Café,Coffee Shop,4.647146212654199,-74.10180618702489,4ecab8ff2da5cc0a1f417efa,4257,5,15.0,7.5,33.0,6.0
1457,La Bonga Express - Gran Estación,Latin American Restaurant,4.647394067229451,-74.1009388597971,4bf2eb3f94af2d7fa4e73872,4257,4,17.0,7.5,8.0,10.0
1458,C.c Gran Estacion Etapa 2,Shopping Mall,4.646913,-74.10159399999998,5085d003e4b0caa91551921b,4257,5,405.0,7.8,72.0,23.0
1459,Beer,Pub,4.647484873708018,-74.10203962201348,4d1a7e376526a35dc10b0816,4257,4,207.0,7.4,325.0,60.0
