,name,categories,lat,lng,id,NumPunto,Estrato,CRat,Rat,CFot,COpi
120,Tanque Vitelma,Castle,4.5745131132005215,-74.07362264145597,51c47d3f498e4accc445f33d,2183,1,SC,NR,3.0,0.0
121,parque del alto de la cruz,Park,4.574722290039063,-74.03555297851562,52c75f51498edbeb67c63739,2202,1,SC,NR,0.0,0.0
122,Páramo Del Verjon,Bike Trail,4.574227,-74.01765999999998,5d717c95565c3a0008a6073d,2211,1,SC,NR,0.0,1.0
123,Coco Famr Colombia,Supermarket,4.5779363,-74.17376540000002,5db1cfb59341770008eb2fa8,2219,1,SC,NR,6.0,0.0
124,Panadería y Pastelería Trigomanía,Bakery,4.576154,-74.153479,5c923a845f68b9002c259a20,2229,2,SC,NR,0.0,0.0
125,Saloon,Brewery,4.577764,-74.15106899999998,51ba7ddd498e6b45164a4e12,2230,2,SC,NR,0.0,0.0
126,Picos Caffé,Café,4.577957071677957,-74.13433855656058,5275674911d283deafbf90e1,2239,3,SC,NR,3.0,0.0
127,Lola,Pub,4.577162403532214,-74.13039313532089,4f46df54e4b00005b6aa388e,2241,3,9.0,6.9,4.0,4.0
128,Exito Tunal,Department Store,4.577871472984508,-74.13043210173662,4e9840d3b8034a14a78a30eb,2241,3,17.0,5.6,4.0,4.0
129,Ciudad Tunal,Shopping Mall,4.578086914569616,-74.12920605187992,4e5fc867d4c0456c2ab1e75e,2241,3,143.0,5.6,69.0,20.0
130,Centro Comercial Ciudad Tunal,Shopping Mall,4.578179998551309,-74.12999170698123,4b950a51f964a520978c34e3,2241,3,43.0,5.1,11.0,3.0
131,Perry Burguer,Burger Joint,4.5769756769583845,-74.12644763082967,4ec47a90e300e6894eec81e7,2243,3,SC,NR,1.0,2.0
132,Lechoneria La Sanjuanera,BBQ Joint,4.577893919732436,-74.12300671597377,4e997a6d9adffd1f4784451b,2244,3,SC,NR,1.0,0.0
133,Restaurante La Barra,Latin American Restaurant,4.5775349249434925,-74.1199786585901,54f1fd3e498e31ed2e5fc05c,2246,3,SC,NR,0.0,0.0
134,Hamburguesas Cowboys,Burger Joint,4.577618926315468,-74.12005894862222,549387d9498e7569840bcdd7,2246,3,SC,NR,0.0,0.0
135,Lechoneria Doña Fanny,Food & Drink Shop,4.577160779173772,-74.11484002498031,53423e10498e8f3f2887e52d,2248,3,SC,NR,7.0,7.0
136,Aqua Nature Spa,Spa,4.576317989542581,-74.11132335662842,4edd60031081d87c698b1df8,2250,3,SC,NR,0.0,0.0
137,"Autenticos  Tamales Tolimenses ""Donde Carlos""",Food Truck,4.577050620024721,-74.10825594488291,4cfbd851ee9cb60c564f92ad,2252,3,13.0,7.9,7.0,6.0
138,metropan,Bakery,4.578285127216294,-74.10601340494195,51746502498e1d915aeff690,2253,3,SC,NR,1.0,1.0
139,Martica Bar,Bar,4.577811923634212,-74.0908138996393,50b1a0c7e4b09a791de503c8,2260,3,SC,NR,7.0,0.0
140,Panificadora Doraly,Snack Place,4.577614192531559,-74.09173595260863,4f039ad361afb3ab89bb02b4,2260,3,SC,NR,0.0,0.0
141,Las Flores de Valeria,Music Venue,4.577775131656557,-74.08755898475647,52ded7da11d27e67d20cd30c,2262,3,SC,NR,5.0,4.0
142,Ensaladas K-le,Ice Cream Shop,4.5769709857472245,-74.08460182398571,4f384c19e4b00af17aeb1d83,2263,3,SC,NR,0.0,0.0
143,Big Dog,Hot Dog Joint,4.576088535789721,-74.08383318728036,4fbaf544e4b0c29d94e12427,2264,3,SC,NR,2.0,1.0
144,Musul Fitness Gym,Gymnastics Gym,4.576246,-74.083741,5558aa72498eb806ecb65d41,2264,3,SC,NR,4.0,0.0
145,Museo del Vidrio de Bogotá,Museum,4.5766,-74.08034,5324ac59498e2ee92e128999,2266,2,SC,NR,1.0,2.0
146,IDMC CONSTRUCCIONES,Construction & Landscaping,4.580113446712972,-74.17105642853022,5d41f952b988680008d61f5f,2308,1,SC,NR,4.0,0.0
147,Juan Valdez Café,Coffee Shop,4.579707033628206,-74.16771646246096,4ecab8ff2da5cc0a1f417ee8,2310,1,1.0,7.3,0.0,0.0
