,name,categories,lat,lng,id,NumPunto,Estrato,MarcaEncontrada
0,Tiendas Metro 20 De Julio,Grocery Store,4.5693456262078564,-74.0999051646433,4e24517bb3add90f9f4b7b76,2087,3,MetroMetro 
1,Subway,Sandwich Place,4.584644,-74.101163,53e5188a498ec1fa4d989d9c,2431,3,Subway
2,Falabella,Department Store,4.591824121518672,-74.12485057957849,4d11459fed943704a3611662,2597,3,Falabella
3,McDonald's,Fast Food Restaurant,4.591000898772222,-74.12448360075756,4da0fda40f578cfa98158218,2597,3,McDonald's
4,Buffalo Wings,Wings Joint,4.591667309642327,-74.12389856598912,554e7184498ebef356a57508,2598,3,Buffalo Wings
5,Subway,Sandwich Place,4.591461616912958,-74.12382690360812,5089c068e4b055a756cbf648,2598,3,Subway
6,Dunkin’ Donuts Terminal Sur,Donut Shop,4.597497,-74.176221,5b8a80cc2632ec002c39d7c0,2762,2,Dunkin
7,Subway Floresta,Sandwich Place,4.598332147619681,-74.12772648805786,4f7b89f8e4b09b8aea74691d,2786,3,Subway
8,McDonald's,American Restaurant,4.597092613609576,-74.0929304326461,4f64fb29e4b065612550f787,2803,3,McDonald's
9,Tiendas Metro Alquería,Department Store,4.602610830951743,-74.13376991692033,51bdef1b498ee13d098215e6,2890,3,MetroMetro 
10,McDonald's,Burger Joint,4.601480066438231,-74.12785265287118,518bf33a498e2f46fa4a5081,2893,3,McDonald's
11,Subway,Sandwich Place,4.605916542913152,-74.08968392512378,520adce911d24b63d5a466b9,3020,3,Subway
12,Subway Centro,Sandwich Place,4.604044515987869,-74.07316946398525,55709567498ea7cbfd894710,3028,3,Subway
13,McDonald's,Burger Joint,4.605562281941046,-74.0715258848725,4f05ed93e5facc333e940aeb,3029,3,McDonald's
14,Dunkin',Donut Shop,4.604072158057039,-74.06954209290612,4ddff64245dd95acd4fd224f,3030,3,Dunkin
15,Subway,Sandwich Place,4.608693388838678,-74.14869161689595,4f8376f8e4b0ecbe709f30a4,3096,3,Subway
16,Subway,Sandwich Place,4.608934400000001,-74.09201999999998,569d5553498e069f1621a42e,3125,3,Subway
17,Adidas Performance Store,Sporting Goods Shop,4.6116118168045706,-74.14070954780041,4d5efeecef378cfaa26f69a6,3207,3,Adidas
18,Dunkin',Donut Shop,4.61560108817671,-74.07118464858841,4f05d08130f801541ee23fa7,3353,4,Dunkin
19,Starbucks,Coffee Shop,4.6153951048372805,-74.06988859176636,54f83f18498edd745f1eead1,3354,4,Starbucks
20,Subway,Sandwich Place,4.61487109640983,-74.06917512416841,4d616ad0b19fa143f00d02c9,3354,3,Subway
21,Dunkin',Donut Shop,4.6181355758888225,-74.13512419008984,4e31f2a8d22dc6a91532ffb1,3436,3,Dunkin
22,Dunkin',Donut Shop,4.619277450479376,-74.1350897828512,515f1cc0e4b03063fcae6903,3436,3,Dunkin
23,McDonald's,Fast Food Restaurant,4.618840797345904,-74.13558755487828,4d4ee905e0f2a1cd980c928d,3436,3,McDonald's
24,Subway Galán,Sandwich Place,4.619828701019287,-74.11937713623047,557c629e498ed26458eeef07,3444,3,Subway
25,Dunkin',Donut Shop,4.617945044036233,-74.09019442206414,4fca4acbe4b00af0505c773c,3459,3,Dunkin
26,Dunkin',Donut Shop,4.618988295058173,-74.08647537231445,4ec6b9c2d5fbfa048efc664e,3460,4,Dunkin
27,Subway,Sandwich Place,4.6189629471447615,-74.08612993044387,5012db40e4b0dd18ec116a26,3461,4,Subway
28,KFC,Fast Food Restaurant,4.617942418437392,-74.08598593934084,4ffe11cae4b04497d8cc0b98,3461,3,KFC
29,Dunkin' Donuts CC Calima,Donut Shop,4.618146274577763,-74.08644883370462,4f415d2ce4b0f6acbc38ba19,3461,3,Dunkin
30,Adidas Outlet Store,Sporting Goods Shop,4.61838,-74.08635600000002,4f538dc4e4b0d9ab7ba55a63,3461,3,Adidas
31,Burger King,Fast Food Restaurant,4.617986001739832,-74.08603260122125,4ebac615775b2c800cf60e8a,3461,3,Burger King
32,McDonald's,Burger Joint,4.618001537935117,-74.08599243794019,4eb82ebd4901cef9d9b1be3d,3461,3,McDonald's
33,Buffalo Wings,Wings Joint,4.6187645442163054,-74.06816280620905,57151435498e84909f42217c,3470,4,Buffalo Wings
34,Domino's Pizza,Pizza Place,4.622980131663732,-74.15408734784303,51c0a66e498e6a1778913b63,3537,3,Domino's Pizza
35,McDonald's,Fast Food Restaurant,4.622238912066078,-74.07023812523562,50639d2ae4b0aacee677826a,3579,4,McDonald's
36,Subway,Sandwich Place,4.625978149270197,-74.06884912571482,53c4172b498ee32dda7af964,3689,3,Subway
37,Dunkin',Donut Shop,4.626327193531578,-74.06614794257636,4d5c68a79895b1f7310de50f,3691,4,Dunkin
38,Subway,Sandwich Place,4.626511478103219,-74.06575262546538,5154aa99e4b0e3d70c00a3d0,3691,4,Subway
39,Tiendas Metro Bosa,Grocery Store,4.629960245322085,-74.19407486915587,4e2454c8b3add90f9f4b7eb9,3734,2,MetroMetro 
40,Metro Bosa el Recreo,Shopping Mall,4.6302759482260925,-74.19378501793264,52db21e2498e55ce0babb3c5,3734,2,MetroMetro 
41,Adidas Outlet Store,Sporting Goods Shop,4.6292092,-74.11681429999999,4ee4f14df790897ed0e139d5,3772,3,Adidas
42,Nike Outlet Américas,Sporting Goods Shop,4.6290901802412625,-74.11481947395878,4dfbd3c38877e9c47490b628,3773,3,Nike
43,Hilton,Hotel,4.628499,-74.091045,5ca668cfccad6b002c77fbbf,3785,3,Hilton
44,Subway,Sandwich Place,4.6295471632054666,-74.06689897528481,4ed5472f93ad512d8e4db674,3797,4,Subway
45,Subway,Sandwich Place,4.629301238001265,-74.06440615653993,51b9dba9498e765e495cf81a,3799,4,Subway
46,Buffalo Wings,Wings Joint,4.631785395520544,-74.11577807830791,5814f1f238fa2df3bacaf365,3876,3,Buffalo Wings
47,Falabella,Department Store,4.633061389383339,-74.11398056818767,57bf0784498e2a280015f0cf,3877,3,Falabella
48,Burger King,Fast Food Restaurant,4.63181382302671,-74.06407060426427,4bf4674994af2d7f728f3a72,3902,4,Burger King
49,Domino's Pizza,Pizza Place,4.631811108219455,-74.06408160102369,4d30df1863f3b1f78ba59664,3902,4,Domino's Pizza
50,Subway,Sandwich Place,4.6356439908860265,-74.07898664474486,5470b448498eafa3c164c94c,3997,4,Subway
51,Subway C.C Calima,Sandwich Place,4.635783632615524,-74.0793589711433,51c0ced9498eb2890846451a,3997,4,Subway
52,Buffalo Wings Capital Towers,Wings Joint,4.639317682288788,-74.09795105200655,5037c01ae4b01fa35219b06e,4081,4,Buffalo Wings
53,Subway,Sandwich Place,4.639742931311012,-74.09812128682259,5224e14e11d26c35207d6d09,4081,4,Subway
54,Dunkin',Donut Shop,4.639179670774114,-74.06548249074909,5032b593e4b06ef4d8bcf4ac,4097,4,Dunkin
55,McDonald's,Fast Food Restaurant,4.639597406678732,-74.06529452324726,5271637111d2a1786c73939d,4097,4,McDonald's
56,Dunkin',Donut Shop,4.642991,-74.156205,4fa1aa68e4b0baf5e994b223,4143,2,Dunkin
57,Dunkin' Donuts Centro Comercial Galerias,Donut Shop,4.642976,-74.074724,5288f07c498e9327774065f2,4183,3,Dunkin
58,KFC,Fast Food Restaurant,4.6419625,-74.07574,51b3e3ca498e94a1b07a3964,4183,3,KFC
59,Dunkin',Donut Shop,4.642827,-74.074765,4c814c9474d7b60cfe6775d8,4183,3,Dunkin
60,Subway,Sandwich Place,4.642860571480885,-74.07383482570617,4f29dbfce4b0f70cbbe35b52,4184,3,Subway
61,Starbucks,Coffee Shop,4.64710437906235,-74.10165043376922,542c5ce9498e9d40385c7656,4257,5,Starbucks
62,Sony Store,Electronics Store,4.6475519579685525,-74.10127824863625,4d4f225edeabf04d2f8dc924,4257,4,Sony
